,Quebec Cap-and-Trade System,,,,,,,,, ,Ontario Cap-and-Trade Program (2017-2018),,,,,,,,, ,Nova Scotia Cap-and-Trade Program (2019-2022),,,,,,, ,Switzerland Emissions Trading System,,,,, ,China National Emissions Trading System,,,,, ,Shenzhen (Pilot) Emissions Trading System,,,,,, ,Shanghai (Pilot) Emissions Trading System,,,,,, ,Beijing (Pilot) Emissions Trading System,,,,,, ,Guangdong (Pilot) Emissions Trading System,,,,,, ,Tianjin (Pilot) Emissions Trading System,,,,,, ,Hubei (Pilot) Emissions Trading System,,,,,, ,Chongqing (Pilot) Emissions Trading System,,,,,, ,Fujian (Pilot) Emissions Trading System,,,,, ,European Union Emissions Trading System,,,, ,,,German National Emissions Trading System,,,,, ,United Kingdom Emissions Trading Scheme,,,,,,, ,Korean Emissions Trading System,,,,,, ,New Zealand Emissions Trading System (Up to 2023),,,,,,,,, ,New Zealand Emissions Trading System (From 2024),,,,,,,,, ,Regional Greenhouse Gas Initiative,,,,,,,,, ,California Cap-and-Trade Program,,,,,,,,,, ,Washington Cap-and-Invest Program,,,,,,,, 
Date,Exchange rate CAD/EUR,Exchange rate CAD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 4,Reference Market, ,Exchange rate CAD/EUR,Exchange rate CAD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 4,Reference Market, ,Exchange rate CAD/EUR,Exchange rate CAD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Reference Market, ,Exchange rate CHF/EUR,Exchange rate CHF/USD,Market Currency,Primary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Secondary Market,Reference Market, ,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Secondary Market,Reference Market,,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Reference Market, ,Exchange rate GBP/EUR,Exchange rate GBP/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Reference Market, ,Exchange rate KRW/EUR,Exchange rate KRW/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate NZD/EUR,Exchange rate NZD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Secondary Market,Secondary Stability 5,Reference Market, ,Exchange rate NZD/EUR,Exchange rate NZD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Secondary Market,Reference Market, ,Exchange rate USD/EUR,Exchange rate USD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Secondary Market,Reference Market, ,Exchange rate USD/EUR,Exchange rate USD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 4,Primary Stability 5,Reference Market, ,Exchange rate USD/EUR,Exchange rate USD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 5,Reference Market
28/02/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.131007811,0.142864018,CNY,,41.98,41.98, ,,,,,,, ,0.131007811,0.142864018,CNY,,30.22,30.22, ,0.131007811,0.142864018,CNY,,16.5,16.5, ,,,,,,, ,0.131007811,0.142864018,CNY,,30.15,30.15, ,,,,,, ,1,1.0905,EUR,23.46, ,23.46,,,,,,, ,,,,,,,, ,0.000768151,0.000837668,KRW,,39350,39350, ,0.586511382,0.639590662,NZD,,,,26.5,25,26.5, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
02/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,30.02,30.02, ,0.128793268,0.142489261,CNY,,17,17, ,,,,,,, ,0.128793268,0.142489261,CNY,,29.11,29.11, ,,,,,, ,1,1.106340909,EUR,23.96, ,23.96,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,39350,39350, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
03/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,46.18,46.18, ,,,,,,, ,0.128793268,0.142489261,CNY,,30.16,30.16, ,0.128793268,0.142489261,CNY,,17.3,17.3, ,,,,,,, ,0.128793268,0.142489261,CNY,,32.01,32.01, ,,,,,, ,1,1.106340909,EUR,23.26, ,23.26,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,39500,39500, ,0.546679886,0.604814322,NZD,,,,26.2,25,26.2, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
04/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,49.93,49.93, ,,,,,,, ,0.128793268,0.142489261,CNY,,30.84,30.84, ,0.128793268,0.142489261,CNY,,16.8,16.8, ,,,,,,, ,0.128793268,0.142489261,CNY,,29.49,29.49, ,,,,,, ,1,1.106340909,EUR,, ,0,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40100,40100, ,0.546679886,0.604814322,NZD,,,,26,25,26, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
05/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,30.08,30.08, ,0.128793268,0.142489261,CNY,,16.45,16.45, ,,,,,,, ,0.128793268,0.142489261,CNY,,32.43,32.43, ,,,,,, ,1,1.106340909,EUR,23.9, ,23.9,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,39600,39600, ,0.546679886,0.604814322,NZD,,,,26,25,26, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
06/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,42,42, ,,,,,,, ,0.128793268,0.142489261,CNY,,30.73,30.73, ,0.128793268,0.142489261,CNY,,16.7,16.7, ,,,,,,, ,0.128793268,0.142489261,CNY,,35.66,35.66, ,,,,,, ,1,1.106340909,EUR,23.36, ,23.36,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,39800,39800, ,0.546679886,0.604814322,NZD,,,,26,25,26, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
09/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,0.128793268,0.142489261,CNY,,12.84,12.84, ,0.128793268,0.142489261,CNY,,38.51,38.51, ,,,,,,, ,0.128793268,0.142489261,CNY,,30.36,30.36, ,0.128793268,0.142489261,CNY,,16.5,16.5, ,,,,,,, ,0.128793268,0.142489261,CNY,,35.78,35.78, ,,,,,, ,1,1.106340909,EUR,22.65, ,22.65,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,39800,39800, ,0.546679886,0.604814322,NZD,,,,25.7,25,25.7, ,,,,,,,,,, ,0.903880523,1,USD,,,,,6.21,6.21, ,,,,,,,,,,, ,,,,,,,,,
10/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,0.128793268,0.142489261,CNY,,13.39,13.39, ,,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,30.19,30.19, ,0.128793268,0.142489261,CNY,,16.6,16.6, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.106340909,EUR,23.76, ,23.76,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,39800,39800, ,0.546679886,0.604814322,NZD,,,,25.25,25,25.25, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
11/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,0.128793268,0.142489261,CNY,,17.31,17.31, ,0.128793268,0.142489261,CNY,,35,35, ,0.128793268,0.142489261,CNY,,68,68, ,0.128793268,0.142489261,CNY,,30,30, ,0.128793268,0.142489261,CNY,,17,17, ,,,,,,, ,0.128793268,0.142489261,CNY,,32.2,32.2, ,,,,,, ,1,1.106340909,EUR,23.59, ,23.59,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,40000,39800,39800, ,0.546679886,0.604814322,NZD,,,,25.25,25,25.25, ,,,,,,,,,, ,0.903880523,1,USD,6.23,2.54,,11.87,6.39,6.39, ,,,,,,,,,,, ,,,,,,,,,
12/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,38.5,38.5, ,0.128793268,0.142489261,CNY,,81,81, ,0.128793268,0.142489261,CNY,,29.93,29.93, ,0.128793268,0.142489261,CNY,,17,17, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.106340909,EUR,22.85, ,22.85,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,39900,39900, ,0.546679886,0.604814322,NZD,,,,25.2,25,25.2, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
13/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,40,40, ,0.128793268,0.142489261,CNY,,84.4,84.4, ,0.128793268,0.142489261,CNY,,29.98,29.98, ,,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,35.41,35.41, ,,,,,, ,1,1.106340909,EUR,22.78, ,22.78,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40300,40300, ,0.546679886,0.604814322,NZD,,,,25.2,25,25.2, ,,,,,,,,,, ,0.903880523,1,USD,,,,,6.23,6.23, ,,,,,,,,,,, ,,,,,,,,,
16/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,0.128793268,0.142489261,CNY,,11,11, ,0.128793268,0.142489261,CNY,,43.5,43.5, ,,,,,,, ,0.128793268,0.142489261,CNY,,29.92,29.92, ,0.128793268,0.142489261,CNY,,17.5,17.5, ,,,,,,, ,0.128793268,0.142489261,CNY,,38,38, ,,,,,, ,1,1.106340909,EUR,20.64, ,20.64,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40450,40450, ,0.546679886,0.604814322,NZD,,,,25.2,25,25.2, ,,,,,,,,,, ,0.903880523,1,USD,,,,,5.71,5.71, ,,,,,,,,,,, ,,,,,,,,,
17/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,47.64,47.64, ,0.128793268,0.142489261,CNY,,86.1,86.1, ,0.128793268,0.142489261,CNY,,29.95,29.95, ,0.128793268,0.142489261,CNY,,17.8,17.8, ,,,,,,, ,0.128793268,0.142489261,CNY,,36,36, ,,,,,, ,1,1.106340909,EUR,, ,0,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40200,40200, ,0.546679886,0.604814322,NZD,,,,24.75,25,24.75, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
18/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,36.66,36.66, ,0.128793268,0.142489261,CNY,,83.97,83.97, ,0.128793268,0.142489261,CNY,,30.78,30.78, ,0.128793268,0.142489261,CNY,,17,17, ,,,,,,, ,0.128793268,0.142489261,CNY,,35.82,35.82, ,,,,,, ,1,1.106340909,EUR,, ,0,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40000,40000, ,0.546679886,0.604814322,NZD,,,,24.75,25,24.75, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
19/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,29.67,29.67, ,0.128793268,0.142489261,CNY,,17.2,17.2, ,,,,,,, ,0.128793268,0.142489261,CNY,,35.01,35.01, ,,,,,, ,1,1.106340909,EUR,16.03, ,16.03,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40200,40200, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
20/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,33.5,33.5, ,0.128793268,0.142489261,CNY,,84.72,84.72, ,0.128793268,0.142489261,CNY,,30.02,30.02, ,0.128793268,0.142489261,CNY,,18,18, ,,,,,,, ,0.128793268,0.142489261,CNY,,35.69,35.69, ,,,,,, ,1,1.106340909,EUR,16.35, ,16.35,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40050,40050, ,0.546679886,0.604814322,NZD,,,,23.25,25,23.25, ,,,,,,,,,, ,0.903880523,1,USD,,,,,5.44,5.44, ,,,,,,,,,,, ,,,,,,,,,
23/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,36.85,36.85, ,0.128793268,0.142489261,CNY,,85.6,85.6, ,0.128793268,0.142489261,CNY,,30.04,30.04, ,0.128793268,0.142489261,CNY,,18.2,18.2, ,0.128793268,0.142489261,CNY,,24.95,24.95, ,0.128793268,0.142489261,CNY,,32.12,32.12, ,,,,,, ,1,1.106340909,EUR,14.6, ,14.6,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40050,40050, ,0.546679886,0.604814322,NZD,,,,22.7,25,22.7, ,,,,,,,,,, ,0.903880523,1,USD,,,,,6.12,6.12, ,,,,,,,,,,, ,,,,,,,,,
24/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,40.54,40.54, ,0.128793268,0.142489261,CNY,,87,87, ,0.128793268,0.142489261,CNY,,30.59,30.59, ,0.128793268,0.142489261,CNY,,18,18, ,0.128793268,0.142489261,CNY,,25.72,25.72, ,0.128793268,0.142489261,CNY,,32.12,32.12, ,,,,,, ,1,1.106340909,EUR,16.25, ,16.25,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40050,40050, ,0.546679886,0.604814322,NZD,,,,22.2,25,22.2, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
25/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,44,44, ,0.128793268,0.142489261,CNY,,86.33,86.33, ,0.128793268,0.142489261,CNY,,29.72,29.72, ,0.128793268,0.142489261,CNY,,18.5,18.5, ,0.128793268,0.142489261,CNY,,25.47,25.47, ,0.128793268,0.142489261,CNY,,35.32,35.32, ,,,,,, ,1,1.106340909,EUR,16.95, ,16.95,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40100,40100, ,0.546679886,0.604814322,NZD,,,,22.5,25,22.5, ,,,,,,,,,, ,0.903880523,1,USD,,,,,5.68,5.68, ,,,,,,,,,,, ,,,,,,,,,
26/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,0.128793268,0.142489261,CNY,,15.6,15.6, ,0.128793268,0.142489261,CNY,,47.19,47.19, ,,,,,,, ,0.128793268,0.142489261,CNY,,30.29,30.29, ,0.128793268,0.142489261,CNY,,18.3,18.3, ,0.128793268,0.142489261,CNY,,22.96,22.96, ,0.128793268,0.142489261,CNY,,37.72,37.72, ,,,,,, ,1,1.106340909,EUR,16.3, ,16.3,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40050,40050, ,0.546679886,0.604814322,NZD,,,,22.5,25,22.5, ,,,,,,,,,, ,0.903880523,1,USD,,,,,5.75,5.75, ,,,,,,,,,,, ,,,,,,,,,
27/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,0.128793268,0.142489261,CNY,,16.94,16.94, ,0.128793268,0.142489261,CNY,,40,40, ,0.128793268,0.142489261,CNY,,86.3,86.3, ,0.128793268,0.142489261,CNY,,29.69,29.69, ,0.128793268,0.142489261,CNY,,18.5,18.5, ,0.128793268,0.142489261,CNY,,24.87,24.87, ,,,,,,, ,,,,,, ,1,1.106340909,EUR,16.55, ,16.55,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40050,40050, ,0.546679886,0.604814322,NZD,,,,22.7,25,22.7, ,,,,,,,,,, ,0.903880523,1,USD,,,,,5.7,5.7, ,,,,,,,,,,, ,,,,,,,,,
30/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,29.52,29.52, ,0.128793268,0.142489261,CNY,,19,19, ,0.128793268,0.142489261,CNY,,24.36,24.36, ,0.128793268,0.142489261,CNY,,40.36,40.36, ,,,,,, ,1,1.106340909,EUR,16.32, ,16.32,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40350,40350, ,0.546679886,0.604814322,NZD,,,,23.5,25,23.5, ,,,,,,,,,, ,0.903880523,1,USD,,,,,5.67,5.67, ,,,,,,,,,,, ,,,,,,,,,
31/03/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.128793268,0.142489261,CNY,,36.01,36.01, ,,,,,,, ,0.128793268,0.142489261,CNY,,29.3,29.3, ,0.128793268,0.142489261,CNY,,19.5,19.5, ,0.128793268,0.142489261,CNY,,24.21,24.21, ,0.128793268,0.142489261,CNY,,36.32,36.32, ,,,,,, ,1,1.106340909,EUR,17.4, ,17.4,,,,,,, ,,,,,,,, ,0.000740831,0.000819612,KRW,,40500,40500, ,0.546679886,0.604814322,NZD,,,,24,25,24, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
01/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,0.130171258,0.141390719,CNY,,16.8,16.8, ,,,,,,, ,0.130171258,0.141390719,CNY,,86.7,86.7, ,0.130171258,0.141390719,CNY,,29.35,29.35, ,0.130171258,0.141390719,CNY,,20,20, ,0.130171258,0.141390719,CNY,,25.34,25.34, ,0.130171258,0.141390719,CNY,,37.69,37.69, ,,,,,, ,1,1.08619,EUR,, ,0,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,,40000,40000, ,0.551848733,0.599412576,NZD,,,,24,25,24, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
02/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.130171258,0.141390719,CNY,,33.44,33.44, ,,,,,,, ,0.130171258,0.141390719,CNY,,29.41,29.41, ,0.130171258,0.141390719,CNY,,19.6,19.6, ,0.130171258,0.141390719,CNY,,25.59,25.59, ,0.130171258,0.141390719,CNY,,41.45,41.45, ,,,,,, ,1,1.08619,EUR,17.52, ,17.52,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,,40050,40050, ,0.551848733,0.599412576,NZD,,,,24.5,25,24.5, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
03/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.130171258,0.141390719,CNY,,42,42, ,,,,,,, ,0.130171258,0.141390719,CNY,,29.33,29.33, ,0.130171258,0.141390719,CNY,,19.5,19.5, ,0.130171258,0.141390719,CNY,,25.36,25.36, ,0.130171258,0.141390719,CNY,,37.31,37.31, ,,,,,, ,1,1.08619,EUR,17.9, ,17.9,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,,40050,40050, ,0.551848733,0.599412576,NZD,,,,24.25,25,24.25, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
06/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.08619,EUR,18.36, ,18.36,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,,40150,40150, ,0.551848733,0.599412576,NZD,,,,24.25,25,24.25, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
07/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.130171258,0.141390719,CNY,,44.5,44.5, ,0.130171258,0.141390719,CNY,,87.2,87.2, ,0.130171258,0.141390719,CNY,,29.39,29.39, ,0.130171258,0.141390719,CNY,,20,20, ,0.130171258,0.141390719,CNY,,25.35,25.35, ,0.130171258,0.141390719,CNY,,40.88,40.88, ,,,,,, ,1,1.08619,EUR,21.11, ,21.11,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,,40250,40250, ,0.551848733,0.599412576,NZD,,,,24,25,24, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
08/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,0.130171258,0.141390719,CNY,,18.48,18.48, ,0.130171258,0.141390719,CNY,,48.88,48.88, ,,,,,,, ,0.130171258,0.141390719,CNY,,30.32,30.32, ,0.130171258,0.141390719,CNY,,20.5,20.5, ,0.130171258,0.141390719,CNY,,25.59,25.59, ,0.130171258,0.141390719,CNY,,44.86,44.86, ,,,,,, ,1,1.08619,EUR,20.74, ,20.74,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,41000,40500,40500, ,0.551848733,0.599412576,NZD,,,,24,25,24, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
09/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.130171258,0.141390719,CNY,,44,44, ,,,,,,, ,0.130171258,0.141390719,CNY,,29.3,29.3, ,0.130171258,0.141390719,CNY,,19.8,19.8, ,0.130171258,0.141390719,CNY,,25.1,25.1, ,,,,,,, ,,,,,, ,1,1.08619,EUR,21.4, ,21.4,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,,40500,40500, ,0.551848733,0.599412576,NZD,,,,24.2,25,24.2, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
10/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,0.130171258,0.141390719,CNY,,15.56,15.56, ,0.130171258,0.141390719,CNY,,40.5,40.5, ,0.130171258,0.141390719,CNY,,86.8,86.8, ,0.130171258,0.141390719,CNY,,29.01,29.01, ,0.130171258,0.141390719,CNY,,19.5,19.5, ,0.130171258,0.141390719,CNY,,24.98,24.98, ,0.130171258,0.141390719,CNY,,44.86,44.86, ,,,,,, ,,,,, ,0,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,,40500,40500, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
13/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,0.130171258,0.141390719,CNY,,28.86,28.86, ,0.130171258,0.141390719,CNY,,19,19, ,0.130171258,0.141390719,CNY,,25.46,25.46, ,0.130171258,0.141390719,CNY,,43,43, ,,,,,, ,,,,, ,0,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,,40500,40500, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
14/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,0.130171258,0.141390719,CNY,,16.1,16.1, ,0.130171258,0.141390719,CNY,,39.6,39.6, ,,,,,,, ,0.130171258,0.141390719,CNY,,28.38,28.38, ,0.130171258,0.141390719,CNY,,19.2,19.2, ,0.130171258,0.141390719,CNY,,25.35,25.35, ,0.130171258,0.141390719,CNY,,40.37,40.37, ,,,,,, ,1,1.08619,EUR,20.17, ,20.17,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,,40500,40500, ,0.551848733,0.599412576,NZD,,,,24.25,25,24.25, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
15/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,0.130171258,0.141390719,CNY,,28.48,28.48, ,0.130171258,0.141390719,CNY,,18.5,18.5, ,0.130171258,0.141390719,CNY,,25.6,25.6, ,0.130171258,0.141390719,CNY,,36.34,36.34, ,,,,,, ,1,1.08619,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.551848733,0.599412576,NZD,,,,24.4,25,24.4, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
16/04/2020,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,0.130171258,0.141390719,CNY,,36,36, ,0.130171258,0.141390719,CNY,,85.37,85.37, ,0.130171258,0.141390719,CNY,,28.66,28.66, ,0.130171258,0.141390719,CNY,,19,19, ,0.130171258,0.141390719,CNY,,25.29,25.29, ,0.130171258,0.141390719,CNY,,33.33,33.33, ,,,,,, ,1,1.08619,EUR,20.1, ,20.1,,,,,,, ,,,,,,,, ,0.000751409,0.000816173,KRW,,40450,40450, ,0.551848733,0.599412576,NZD,,,,24.5,25,24.5, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
