,Quebec Cap-and-Trade System,,,,,,,,, ,Ontario Cap-and-Trade Program (2017-2018),,,,,,,,, ,Nova Scotia Cap-and-Trade Program (2019-2022),,,,,,, ,Switzerland Emissions Trading System,,,,, ,China National Emissions Trading System,,,,, ,Shenzhen (Pilot) Emissions Trading System,,,,,, ,Shanghai (Pilot) Emissions Trading System,,,,,, ,Beijing (Pilot) Emissions Trading System,,,,,, ,Guangdong (Pilot) Emissions Trading System,,,,,, ,Tianjin (Pilot) Emissions Trading System,,,,,, ,Hubei (Pilot) Emissions Trading System,,,,,, ,Chongqing (Pilot) Emissions Trading System,,,,,, ,Fujian (Pilot) Emissions Trading System,,,,, ,European Union Emissions Trading System,,,, ,,,German National Emissions Trading System,,,,, ,United Kingdom Emissions Trading Scheme,,,,,,, ,Korean Emissions Trading System,,,,,, ,New Zealand Emissions Trading System (Up to 2023),,,,,,,,, ,New Zealand Emissions Trading System (From 2024),,,,,,,,, ,Regional Greenhouse Gas Initiative,,,,,,,,, ,California Cap-and-Trade Program,,,,,,,,,, ,Washington Cap-and-Invest Program,,,,,,,, 
Date,Exchange rate CAD/EUR,Exchange rate CAD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 4,Reference Market, ,Exchange rate CAD/EUR,Exchange rate CAD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 4,Reference Market, ,Exchange rate CAD/EUR,Exchange rate CAD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Reference Market, ,Exchange rate CHF/EUR,Exchange rate CHF/USD,Market Currency,Primary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate CNY/EUR,Exchange rate CNY/USD,Market Currency,Secondary Market,Reference Market, ,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Secondary Market,Reference Market,,Exchange rate EUR/EUR,Exchange rate EUR/USD,Market Currency,Primary Market,Reference Market, ,Exchange rate GBP/EUR,Exchange rate GBP/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Reference Market, ,Exchange rate KRW/EUR,Exchange rate KRW/USD,Market Currency,Primary Market,Secondary Market,Reference Market, ,Exchange rate NZD/EUR,Exchange rate NZD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Secondary Market,Secondary Stability 5,Reference Market, ,Exchange rate NZD/EUR,Exchange rate NZD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Secondary Market,Reference Market, ,Exchange rate USD/EUR,Exchange rate USD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Secondary Market,Reference Market, ,Exchange rate USD/EUR,Exchange rate USD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 4,Primary Stability 5,Reference Market, ,Exchange rate USD/EUR,Exchange rate USD/USD,Market Currency,Primary Market,Primary Stability 1,Primary Stability 2,Primary Stability 3,Primary Stability 5,Reference Market
06/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,15.2, ,15.2,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.2,25,18.2, ,,,,,,,,,, ,0.783085356,1,USD,,,,,2.09,2.09, ,,,,,,,,,,, ,,,,,,,,,
07/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.2,25,18.2, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
08/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.45,25,18.45, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
09/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.35,25,18.35, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
12/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.35,25,18.35, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
13/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,13.85, ,13.85,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.35,25,18.35, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
14/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.35,25,18.35, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
15/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.35,25,18.35, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
16/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.35,25,18.35, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
19/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.35,25,18.35, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
20/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,14.3, ,14.3,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.35,25,18.35, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
21/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
22/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
23/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
26/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,0.783085356,1,USD,,,,,2.15,2.15, ,,,,,,,,,,, ,,,,,,,,,
27/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,13.34, ,13.34,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
28/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,0.783085356,1,USD,,,,,2.11,2.11, ,,,,,,,,,,, ,,,,,,,,,
29/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
30/07/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.277,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.557540564,0.7119793,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
02/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
03/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,14.26, ,14.26,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
04/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,0.775543586,1,USD,,,,,2.14,2.14, ,,,,,,,,,,, ,,,,,,,,,
05/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
06/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
09/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.38,25,18.38, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
10/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,14.32, ,14.32,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
11/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
12/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,0.775543586,1,USD,,,,,2.18,2.18, ,,,,,,,,,,, ,,,,,,,,,
13/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,0.775543586,1,USD,,,,,2.17,2.17, ,,,,,,,,,,, ,,,,,,,,,
16/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
17/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,14.3, ,14.3,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
18/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
19/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
20/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
23/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
24/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,14.66, ,14.66,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
25/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
26/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
27/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
30/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
31/08/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.289418182,EUR,15.26, ,15.26,,,,,,, ,,,,,,,, ,,,,,,, ,0.554710667,0.715254019,NZD,,,,18.55,25,18.55, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
01/09/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.3067,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.555717486,0.726156039,NZD,,,,19,25,19, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
02/09/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.3067,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.555717486,0.726156039,NZD,,,,19,25,19, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
03/09/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.3067,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.555717486,0.726156039,NZD,,,,19,25,19, ,,,,,,,,,, ,0.7652866,1,USD,,,,,2.14,2.14, ,,,,,,,,,,, ,,,,,,,,,
06/09/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.3067,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.555717486,0.726156039,NZD,,,,19,25,19, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
07/09/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.3067,EUR,15.53, ,15.53,,,,,,, ,,,,,,,, ,,,,,,, ,0.555717486,0.726156039,NZD,,,,19,25,19, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
08/09/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.3067,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.555717486,0.726156039,NZD,,,,19,25,19, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
09/09/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.3067,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.555717486,0.726156039,NZD,,,,19,25,19, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
10/09/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.3067,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.555717486,0.726156039,NZD,,,,19,25,19, ,,,,,,,,,, ,0.7652866,1,USD,2.05,2.05,,,,, ,,,,,,,,,,, ,,,,,,,,,
13/09/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.3067,EUR,, ,0,,,,,,, ,,,,,,,, ,,,,,,, ,0.555717486,0.726156039,NZD,,,,19,25,19, ,,,,,,,,,, ,0.7652866,1,USD,,,,,2.12,2.12, ,,,,,,,,,,, ,,,,,,,,,
14/09/2010,,,,,,,,,, ,,,,,,,,,, ,,,,,,,, ,,,,,, ,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,,, ,,,,,, ,1,1.3067,EUR,15.04, ,15.04,,,,,,, ,,,,,,,, ,,,,,,, ,0.555717486,0.726156039,NZD,,,,19,25,19, ,,,,,,,,,, ,,,,,,,,,, ,,,,,,,,,,, ,,,,,,,,,
